PhysicalActivityDays,BMIPercentile,Sex,Grade
0.0,90.49868957,Male,11th grade
5.0,94.25302614,Male,11th grade
0.0,90.30676878,Female,11th grade
0.0,80.06893476,Female,11th grade
0.0,57.17098739,Male,12th grade
6.0,79.81817498,Male,12th grade
7.0,28.59861823,Male,12th grade
7.0,93.19041908,Female,12th grade
0.0,94.85754834,Female,12th grade
0.0,53.65661966,Female,12th grade
1.0,50.9578953,Female,12th grade
0.0,98.49023109,Male,10th grade
1.0,92.62027788,Male,10th grade
6.0,99.25443347,Male,10th grade
1.0,47.5215336,Male,10th grade
7.0,25.04857867,Male,10th grade
4.0,97.76629197,Male,10th grade
7.0,30.15776039,Female,10th grade
7.0,95.50889982,Female,10th grade
4.0,59.02079621,Female,10th grade
2.0,96.65456993,Female,10th grade
7.0,45.29045811,Female,10th grade
2.0,74.23946269,Female,10th grade
3.0,47.57875662,Female,10th grade
7.0,35.75781836,Female,10th grade
5.0,62.34594798,Female,10th grade
4.0,48.80118201,Female,10th grade
2.0,92.10012007,Female,12th grade
6.0,97.39930133,Female,12th grade
6.0,77.71427667,Male,12th grade
4.0,90.45285503,Male,12th grade
1.0,79.36575134,Male,12th grade
7.0,66.5318241,Male,12th grade
5.0,89.13675181,Male,12th grade
7.0,95.72836219,Male,12th grade
0.0,86.52052376,Female,12th grade
4.0,28.08611963,Female,12th grade
0.0,86.29008291,Female,12th grade
1.0,84.55301022,Female,12th grade
6.0,57.95910476,Female,12th grade
1.0,81.94224698,Female,12th grade
3.0,97.68971482,Male,12th grade
7.0,51.54647892,Male,12th grade
7.0,38.18531901,Male,12th grade
7.0,98.08572513,Male,12th grade
5.0,78.29032257,Male,12th grade
3.0,99.70626486,Male,12th grade
7.0,74.56135167,Male,9th grade
1.0,97.56644906,Male,9th grade
0.0,62.19393818,Female,9th grade
7.0,78.57310447,Female,11th grade
5.0,80.79828964,Female,9th grade
1.0,64.39459478,Female,9th grade
0.0,43.38387385,Female,9th grade
0.0,11.98787945,Female,9th grade
7.0,41.63382054,Male,9th grade
7.0,99.68922487,Male,9th grade
3.0,29.22517342,Male,9th grade
4.0,74.10960037,Male,9th grade
0.0,98.39245042,Male,9th grade
0.0,63.43400792,Male,10th grade
1.0,57.85683861,Male,9th grade
4.0,84.80186567,Female,10th grade
0.0,80.08049978,Female,10th grade
5.0,93.8107995,Female,10th grade
0.0,30.29781056,Female,10th grade
0.0,89.17552609,Female,10th grade
2.0,42.90537454,Female,10th grade
4.0,74.23946269,Female,10th grade
2.0,13.56097159,Male,10th grade
4.0,78.31570259,Male,10th grade
1.0,62.41050615,Male,11th grade
6.0,8.864303891,Male,10th grade
0.0,77.79529438,Male,10th grade
6.0,60.66321529,Male,10th grade
5.0,71.06228764,Male,10th grade
7.0,80.57629926,Male,10th grade
0.0,87.80306641,Male,10th grade
1.0,92.76606871,Male,9th grade
5.0,53.24794021,Male,9th grade
4.0,75.39423481,Female,9th grade
7.0,50.280802,Female,9th grade
0.0,70.90474907,Female,9th grade
3.0,95.9856148,Female,9th grade
2.0,91.76883047,Female,9th grade
6.0,92.79596662,Female,9th grade
7.0,35.5309219,Female,9th grade
7.0,87.39539654,Male,11th grade
7.0,9.226937862,Male,11th grade
6.0,95.38126273,Male,11th grade
3.0,88.10799552,Female,11th grade
0.0,98.39388191,Female,11th grade
1.0,95.61447369,Female,11th grade
5.0,58.06394871,Female,11th grade
4.0,56.25019224,Female,11th grade
7.0,40.43646118,Female,11th grade
7.0,70.40604141,Female,11th grade
0.0,38.13469566,Male,12th grade
7.0,99.75861999,Male,11th grade
3.0,94.07873343,Male,11th grade
3.0,73.71563971,Male,11th grade
3.0,93.82384404,Male,11th grade
0.0,93.82384404,Male,11th grade
0.0,63.73246211,Female,10th grade
5.0,43.05793445,Female,11th grade
7.0,77.04936127,Female,11th grade
4.0,96.96756116,Female,11th grade
4.0,66.84791246,Male,11th grade
0.0,21.16741012,Male,10th grade
7.0,11.02852702,Female,11th grade
0.0,70.52490109,Female,11th grade
4.0,50.74874814,Female,11th grade
4.0,95.86350969,Male,11th grade
2.0,76.45531451,Male,11th grade
0.0,97.17163093,Male,11th grade
7.0,48.91723068,Male,11th grade
1.0,28.26930783,Male,9th grade
0.0,84.21561074,Male,9th grade
0.0,53.70643103,Male,9th grade
7.0,97.57939704,Male,9th grade
1.0,95.58384077,Male,9th grade
0.0,23.90166614,Female,9th grade
2.0,92.56422299,Female,9th grade
0.0,79.08474787,Female,9th grade
2.0,57.7634963,Male,9th grade
4.0,98.14047195,Male,9th grade
7.0,60.11766537,Male,10th grade
6.0,98.63342533,Male,10th grade
7.0,98.29282347,Male,10th grade
0.0,37.69752711,Female,10th grade
0.0,31.68377923,Female,10th grade
3.0,69.42430866,Female,10th grade
0.0,24.60515146,Female,10th grade
5.0,93.12572961,Male,10th grade
1.0,94.86641154,Male,10th grade
4.0,66.95017509,Male,10th grade
7.0,47.9840088,Male,10th grade
2.0,93.98925052,Male,10th grade
7.0,98.58554973,Male,10th grade
2.0,69.17629728,Male,10th grade
7.0,11.36765591,Male,12th grade
5.0,93.83047221,Male,12th grade
7.0,77.26025341,Male,12th grade
0.0,92.6891161,Male,12th grade
1.0,71.87126497,Female,12th grade
1.0,50.9578953,Female,12th grade
0.0,21.08701585,Female,12th grade
4.0,55.49638039,Female,12th grade
0.0,58.52441383,Female,12th grade
4.0,83.65146996,Female,12th grade
7.0,40.97602766,Female,12th grade
7.0,90.78885624,Female,12th grade
2.0,90.19387473,Female,12th grade
2.0,12.31976023,Female,11th grade
5.0,89.98187058,Female,11th grade
1.0,4.313275925,Female,11th grade
1.0,0.043414673,Female,11th grade
2.0,93.13918876,Female,11th grade
0.0,96.04613312,Female,11th grade
0.0,41.76200357,Male,11th grade
7.0,96.0698293,Male,11th grade
7.0,87.63003201,Male,11th grade
1.0,28.6085372,Male,11th grade
2.0,67.38519263,Male,11th grade
2.0,83.83716201,Male,11th grade
3.0,29.94956941,Female,11th grade
5.0,84.65821042,Male,9th grade
7.0,28.26874176,Male,9th grade
6.0,92.21898657,Male,9th grade
7.0,92.03306019,Male,9th grade
7.0,88.96262787,Male,9th grade
0.0,74.21644586,Male,9th grade
6.0,9.141686811,Female,9th grade
7.0,97.68922962,Female,9th grade
3.0,81.62895753,Female,9th grade
3.0,45.33714908,Female,9th grade
4.0,9.128909438,Male,9th grade
5.0,71.8600337,Male,9th grade
2.0,44.4441058,Male,9th grade
7.0,81.55152509,Female,9th grade
4.0,98.47112633,Female,9th grade
0.0,5.110339504,Female,9th grade
1.0,97.96916252,Female,9th grade
3.0,51.43339993,Male,9th grade
7.0,97.82177107,Male,9th grade
2.0,98.28941691,Male,9th grade
6.0,98.57684626,Male,9th grade
6.0,55.1022432,Male,9th grade
0.0,47.22319469,Male,9th grade
7.0,89.72830782,Male,9th grade
3.0,36.20974188,Male,9th grade
3.0,90.27142777,Male,10th grade
2.0,94.73738662,Male,10th grade
1.0,99.49013517,Male,10th grade
7.0,97.73334111,Male,10th grade
5.0,88.26731787,Male,10th grade
1.0,82.35248516,Female,10th grade
5.0,90.05670299,Female,10th grade
0.0,88.03066825,Female,10th grade
4.0,72.08322728,Female,10th grade
4.0,74.81987587,Female,10th grade
7.0,91.6123508,Female,10th grade
5.0,57.62712177,Female,10th grade
1.0,83.60595681,Male,10th grade
3.0,96.35496723,Male,10th grade
3.0,90.64350563,Male,10th grade
7.0,76.03563955,Male,10th grade
0.0,56.29565269,Female,12th grade
0.0,91.81911184,Female,12th grade
0.0,43.30369499,Male,12th grade
3.0,49.0050896,Male,12th grade
3.0,93.68213603,Male,12th grade
6.0,29.39432739,Male,12th grade
3.0,23.44435379,Male,12th grade
6.0,56.33066315,Male,12th grade
6.0,67.33594521,Male,12th grade
0.0,55.79291405,Male,12th grade
6.0,52.08583923,Male,12th grade
1.0,89.6840555,Male,12th grade
0.0,94.98864216,Male,12th grade
2.0,93.80698139,Male,12th grade
6.0,70.11803045,Male,12th grade
3.0,97.79553173,Female,11th grade
0.0,56.12875598,Female,11th grade
6.0,82.44167213,Female,11th grade
3.0,46.60251916,Female,11th grade
0.0,73.92695074,Female,11th grade
0.0,94.67397253,Female,11th grade
1.0,62.69465422,Female,11th grade
2.0,98.92255184,Female,11th grade
2.0,21.08701585,Female,11th grade
2.0,28.80115886,Female,11th grade
2.0,31.17348693,Male,11th grade
6.0,61.12521977,Male,11th grade
2.0,52.08583923,Male,11th grade
5.0,8.924870102,Male,11th grade
6.0,99.04348497,Male,11th grade
2.0,60.66321529,Male,11th grade
7.0,98.35326325,Male,11th grade
1.0,69.20707098,Male,11th grade
1.0,77.55710461,Female,11th grade
5.0,85.77710766,Male,10th grade
4.0,93.57527412,Male,10th grade
0.0,75.23984427,Male,10th grade
0.0,97.16639571,Male,10th grade
0.0,69.82409651,Male,10th grade
5.0,94.34347293,Male,10th grade
0.0,98.8000269,Male,10th grade
0.0,17.88574091,Female,10th grade
7.0,32.8547859,Female,10th grade
3.0,35.19576612,Female,10th grade
1.0,89.18013144,Female,10th grade
0.0,97.99422343,Female,11th grade
0.0,97.50170375,Female,11th grade
7.0,79.456875,Female,11th grade
0.0,47.57670396,Female,11th grade
1.0,97.88877383,Female,12th grade
7.0,99.39631098,Male,11th grade
3.0,34.10784442,Male,11th grade
2.0,40.5504485,Male,11th grade
0.0,88.7776461,Male,11th grade
7.0,96.35800023,Male,11th grade
5.0,94.81601353,Male,11th grade
7.0,99.07215527,Male,11th grade
0.0,67.61599886,Male,11th grade
0.0,96.87222741,Male,10th grade
0.0,97.80884941,Male,10th grade
4.0,74.94487901,Male,10th grade
2.0,32.35454194,Male,10th grade
7.0,96.39064078,Male,12th grade
0.0,17.57936474,Male,11th grade
6.0,92.18630697,Male,10th grade
5.0,57.45911163,Male,10th grade
2.0,78.93034949,Male,10th grade
1.0,49.81147084,Female,11th grade
5.0,89.67996731,Female,10th grade
3.0,80.08049978,Female,10th grade
0.0,16.01481832,Female,10th grade
7.0,67.16680562,Female,10th grade
0.0,67.16680562,Female,10th grade
3.0,83.95952719,Female,10th grade
0.0,22.00897479,Female,11th grade
7.0,40.85216047,Female,11th grade
3.0,18.46382222,Female,11th grade
3.0,54.0748055,Female,11th grade
3.0,97.97256902,Female,11th grade
3.0,91.5333218,Female,11th grade
1.0,92.23530338,Female,11th grade
0.0,52.22408981,Female,11th grade
0.0,77.19065117,Female,11th grade
2.0,24.58722165,Female,11th grade
7.0,93.73930231,Male,11th grade
4.0,3.209661217,Male,11th grade
7.0,93.07876798,Male,11th grade
3.0,47.9840088,Male,11th grade
5.0,34.50957135,Male,11th grade
0.0,80.59668985,Male,11th grade
0.0,95.52931923,Male,11th grade
3.0,92.48425568,Male,12th grade
0.0,80.22345378,Male,11th grade
7.0,97.63424086,Male,11th grade
7.0,96.43490286,Male,11th grade
3.0,52.25342381,Male,11th grade
7.0,99.78517012,Male,10th grade
5.0,18.46382222,Female,12th grade
4.0,80.60383865,Female,12th grade
3.0,92.23753937,Female,12th grade
0.0,87.00265796,Female,12th grade
5.0,56.72044489,Female,12th grade
5.0,83.37695745,Female,12th grade
1.0,78.35309341,Female,12th grade
6.0,45.32659387,Female,12th grade
0.0,89.49035517,Female,12th grade
6.0,82.97393233,Female,12th grade
0.0,76.1728684,Female,12th grade
7.0,50.9578953,Female,12th grade
1.0,14.92817015,Female,12th grade
0.0,27.97089061,Female,12th grade
5.0,69.13085778,Male,12th grade
2.0,29.69965869,Male,12th grade
0.0,66.5318241,Male,12th grade
7.0,70.98914018,Male,12th grade
3.0,92.43894051,Male,12th grade
3.0,3.626714908,Male,12th grade
7.0,98.72004865,Male,12th grade
7.0,25.53869483,Male,12th grade
0.0,0.043236225,Male,12th grade
1.0,98.39556937,Male,12th grade
7.0,83.07135381,Male,12th grade
0.0,1.371596144,Male,12th grade
0.0,98.65088235,Male,12th grade
0.0,55.7534678,Male,12th grade
2.0,98.72874156,Male,12th grade
4.0,52.96298965,Male,12th grade
2.0,87.3464244,Male,12th grade
3.0,6.655533385,Male,12th grade
4.0,82.36982392,Male,12th grade
6.0,23.10048656,Male,12th grade
2.0,99.28857417,Male,12th grade
0.0,84.60145534,Male,12th grade
5.0,8.127031697,Female,12th grade
3.0,86.78825633,Female,12th grade
1.0,97.95719303,Female,12th grade
0.0,98.28873106,Female,12th grade
5.0,9.826057182,Female,12th grade
1.0,92.76671267,Female,12th grade
2.0,23.81912584,Female,12th grade
3.0,43.13596229,Female,12th grade
3.0,10.1969851,Female,12th grade
2.0,6.915720496,Female,11th grade
7.0,85.96131528,Female,12th grade
6.0,91.71791725,Female,12th grade
1.0,46.34039738,Male,9th grade
1.0,69.5988229,Male,9th grade
0.0,93.03534234,Male,9th grade
0.0,45.44473003,Male,9th grade
3.0,80.45814115,Male,9th grade
0.0,94.70832232,Male,9th grade
3.0,96.95328396,Male,9th grade
0.0,40.56457096,Female,9th grade
1.0,58.8744133,Female,9th grade
2.0,77.43637316,Female,9th grade
2.0,64.39459478,Female,9th grade
7.0,68.81281941,Female,9th grade
3.0,98.74065811,Male,9th grade
2.0,62.8321027,Male,9th grade
1.0,66.74525704,Male,9th grade
7.0,78.31747374,Male,9th grade
5.0,70.42286025,Male,9th grade
1.0,51.74396482,Male,9th grade
3.0,99.09283277,Male,9th grade
5.0,82.3894253,Male,9th grade
7.0,69.13113635,Male,9th grade
7.0,78.31747374,Male,9th grade
6.0,95.20802859,Male,9th grade
0.0,83.32808854,Female,9th grade
0.0,78.97948646,Female,9th grade
2.0,87.50130417,Female,9th grade
7.0,89.95541728,Female,9th grade
2.0,55.25368069,Female,9th grade
0.0,28.54864874,Female,9th grade
1.0,89.95541728,Female,9th grade
6.0,98.20890062,Female,9th grade
5.0,61.87699019,Female,9th grade
1.0,70.84066228,Female,9th grade
0.0,98.75115036,Female,9th grade
2.0,96.23617059,Male,9th grade
4.0,93.70814407,Male,9th grade
1.0,99.29852133,Male,9th grade
5.0,53.24794021,Male,9th grade
0.0,93.60682849,Male,9th grade
4.0,94.70832232,Male,9th grade
7.0,91.03645792,Male,9th grade
2.0,77.68619969,Male,9th grade
1.0,96.91886451,Male,9th grade
7.0,67.92773224,Female,10th grade
0.0,90.62652344,Male,11th grade
5.0,70.69643499,Male,10th grade
0.0,99.56393397,Male,10th grade
2.0,86.01482812,Male,10th grade
5.0,96.51246875,Male,10th grade
7.0,76.03563955,Male,10th grade
3.0,42.05103451,Male,10th grade
5.0,38.42613501,Female,10th grade
3.0,89.72661081,Female,10th grade
7.0,91.73522304,Female,10th grade
1.0,91.91843733,Female,10th grade
7.0,94.18563779,Male,10th grade
2.0,80.92561726,Male,10th grade
3.0,99.54353781,Male,10th grade
3.0,93.75348001,Female,10th grade
0.0,85.96959804,Female,10th grade
0.0,99.51056878,Male,10th grade
3.0,93.60779165,Male,10th grade
1.0,99.53302947,Male,9th grade
5.0,97.55106523,Male,9th grade
5.0,58.79143344,Female,9th grade
5.0,33.66779009,Female,9th grade
4.0,48.40583313,Female,9th grade
2.0,94.79064882,Female,9th grade
6.0,80.49896065,Male,9th grade
0.0,79.92192149,Male,9th grade
0.0,2.986385807,Male,9th grade
2.0,58.96570164,Male,9th grade
0.0,70.88675003,Male,9th grade
5.0,97.84845575,Male,9th grade
6.0,97.19040936,Male,10th grade
5.0,30.70445124,Female,10th grade
0.0,57.42808938,Female,10th grade
7.0,94.59678707,Female,10th grade
0.0,91.6123508,Female,10th grade
0.0,51.62074,Female,10th grade
3.0,96.72407738,Female,10th grade
0.0,74.22155378,Female,10th grade
7.0,90.58080359,Male,10th grade
6.0,92.20626744,Male,10th grade
6.0,51.75407526,Male,10th grade
1.0,25.54426508,Male,10th grade
7.0,89.08334673,Male,10th grade
2.0,47.92411245,Male,10th grade
7.0,73.87758954,Male,10th grade
7.0,94.14481522,Male,10th grade
0.0,93.65318808,Male,10th grade
7.0,98.47449685,Female,12th grade
0.0,53.50194471,Female,12th grade
0.0,97.73477455,Female,12th grade
5.0,81.91225318,Female,12th grade
3.0,74.60880949,Female,12th grade
1.0,62.8727162,Female,12th grade
7.0,53.2684037,Female,12th grade
2.0,61.32168999,Male,12th grade
0.0,25.58313701,Male,12th grade
4.0,60.60293794,Female,12th grade
1.0,94.08941914,Female,12th grade
4.0,38.60495566,Female,12th grade
0.0,91.63840562,Male,12th grade
7.0,96.57697985,Male,12th grade
7.0,87.31008509,Male,12th grade
4.0,40.07525181,Male,12th grade
2.0,83.70656699,Male,12th grade
2.0,73.30661232,Male,12th grade
5.0,58.54997123,Male,12th grade
2.0,3.482496475,Male,12th grade
0.0,45.31791625,Female,12th grade
7.0,94.30346421,Male,12th grade
0.0,29.15338495,Male,12th grade
5.0,80.50659742,Male,12th grade
0.0,99.55259752,Male,12th grade
5.0,95.67864261,Male,12th grade
7.0,94.2759146,Male,12th grade
6.0,94.28594866,Male,12th grade
7.0,71.28169648,Female,9th grade
6.0,79.81648603,Female,9th grade
0.0,79.58428705,Female,9th grade
6.0,76.7529281,Female,9th grade
0.0,77.80336579,Female,9th grade
7.0,68.81281941,Female,9th grade
5.0,71.79758191,Female,9th grade
3.0,86.68831688,Female,9th grade
2.0,93.19114022,Female,9th grade
5.0,79.60759792,Female,9th grade
0.0,2.503724371,Female,9th grade
7.0,91.91194746,Female,9th grade
5.0,95.24491892,Female,9th grade
3.0,83.72971442,Male,9th grade
6.0,85.59959479,Male,9th grade
2.0,87.30229116,Male,9th grade
4.0,87.9278736,Male,9th grade
5.0,48.67945209,Male,9th grade
5.0,81.93007011,Female,9th grade
0.0,55.49169732,Female,9th grade
5.0,62.81069922,Male,9th grade
3.0,53.34483232,Male,9th grade
0.0,74.97339737,Female,9th grade
0.0,40.55138048,Female,9th grade
6.0,69.23037829,Female,9th grade
7.0,59.11401161,Female,11th grade
1.0,46.57601987,Female,11th grade
4.0,61.11298954,Female,11th grade
0.0,18.46336599,Female,11th grade
7.0,3.637992075,Female,11th grade
0.0,92.09238408,Female,11th grade
0.0,81.94224698,Female,11th grade
0.0,62.34594798,Female,11th grade
7.0,85.44054833,Female,11th grade
4.0,86.02675338,Female,11th grade
3.0,95.41000401,Female,11th grade
0.0,96.75003092,Female,11th grade
1.0,70.57774417,Female,11th grade
1.0,72.08322728,Female,11th grade
0.0,99.66678625,Male,11th grade
7.0,71.7892736,Male,11th grade
1.0,98.09399692,Male,11th grade
5.0,74.45590053,Male,11th grade
5.0,60.66321529,Male,11th grade
1.0,93.82384404,Male,11th grade
5.0,80.83682069,Female,11th grade
2.0,44.29519256,Female,11th grade
1.0,90.86753501,Female,10th grade
7.0,56.10159588,Female,10th grade
0.0,42.06368238,Female,11th grade
0.0,80.06893476,Female,10th grade
4.0,97.32805378,Female,10th grade
0.0,14.41009254,Female,10th grade
0.0,84.80186567,Female,10th grade
0.0,62.03042194,Female,10th grade
5.0,59.76694736,Female,10th grade
4.0,88.10799552,Female,10th grade
1.0,56.63986085,Female,10th grade
4.0,13.85179948,Female,10th grade
0.0,36.68936176,Female,10th grade
2.0,87.97784219,Female,10th grade
1.0,94.5410663,Female,10th grade
2.0,88.10799552,Female,10th grade
0.0,59.93830272,Female,10th grade
0.0,98.04103299,Male,10th grade
5.0,71.15953,Male,11th grade
0.0,45.71374899,Male,10th grade
3.0,47.22319469,Male,10th grade
0.0,94.9204042,Male,10th grade
3.0,99.33260638,Male,10th grade
0.0,87.0393965,Male,12th grade
3.0,76.32444601,Male,10th grade
7.0,86.74519316,Male,10th grade
5.0,74.65464156,Male,10th grade
0.0,68.73980755,Male,10th grade
3.0,16.84718793,Male,10th grade
7.0,43.7908813,Male,10th grade
5.0,74.63209612,Male,9th grade
3.0,71.52922262,Male,9th grade
0.0,97.65533802,Male,9th grade
5.0,98.48738358,Male,9th grade
1.0,68.71207628,Male,9th grade
5.0,98.95895127,Male,9th grade
1.0,86.202343,Female,9th grade
7.0,91.57529725,Female,9th grade
2.0,63.88776352,Female,9th grade
4.0,67.85584641,Female,9th grade
2.0,85.03453453,Female,9th grade
0.0,95.40360784,Female,9th grade
0.0,83.07923933,Female,9th grade
3.0,17.53146859,Male,12th grade
7.0,71.51246478,Male,12th grade
7.0,88.16756815,Male,12th grade
5.0,93.58318047,Male,12th grade
0.0,79.88256321,Male,12th grade
5.0,99.29030394,Male,12th grade
4.0,78.86564821,Male,12th grade
0.0,64.74907315,Female,12th grade
0.0,91.23362001,Female,12th grade
0.0,92.84085921,Female,12th grade
2.0,99.07598878,Female,12th grade
0.0,91.02982073,Female,12th grade
5.0,57.0210877,Female,12th grade
0.0,89.17048644,Female,12th grade
1.0,91.45626301,Female,12th grade
1.0,99.10961911,Female,12th grade
0.0,62.45929785,Female,12th grade
0.0,94.1589128,Female,12th grade
3.0,67.33594521,Male,12th grade
0.0,66.5318241,Male,12th grade
4.0,34.47387616,Male,12th grade
4.0,90.45285503,Male,12th grade
0.0,91.63970234,Male,12th grade
7.0,38.62086644,Male,12th grade
2.0,23.10048656,Male,12th grade
5.0,50.50283383,Male,12th grade
2.0,43.75638371,Female,12th grade
1.0,93.19045496,Female,12th grade
0.0,70.73919153,Female,12th grade
0.0,76.04241089,Female,11th grade
0.0,97.29153341,Female,12th grade
2.0,87.80684545,Female,12th grade
3.0,96.38472826,Female,12th grade
0.0,82.00000858,Female,12th grade
0.0,57.95910476,Female,12th grade
0.0,57.62712177,Female,12th grade
4.0,93.13918876,Female,12th grade
2.0,24.47152508,Female,11th grade
0.0,99.04348497,Male,11th grade
7.0,97.9086358,Male,11th grade
7.0,55.7534678,Male,11th grade
7.0,84.41178425,Male,11th grade
0.0,99.28284017,Male,11th grade
